,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
23304,"When I went to the Ahgandah (ph) Valley in Kandahar before the surge, I sat down with a young private in the 82nd from the Monamanee (ph) Indian reservation who would tell me what he did every day, and I was in awe.",301,38_2012,6,6,62329,62545,,"{""Premise"": 49, ""O"": 1}",Premise,"When I went to the Ahgandah (ph) Valley in Kandahar before the surge, I sat down with a young private in the 82nd from the Monamanee (ph) Indian reservation who would tell me what he did every day, and I was in awe.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3368.76,3379.6,NOT_FOUND
23305,And to see what they had in front of them.,301,38_2012,7,7,62545,62588,,"{""O"": 2, ""Premise"": 9}",Premise,And to see what they had in front of them.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3379.6,3382.0,NOT_FOUND
23306,"And then to go back there in December, to go throughout Helmand with the Marines, to see what they had accomplished, it's nothing short of amazing.",301,38_2012,8,8,62589,62737,,"{""O"": 3, ""Premise"": 22, ""Claim"": 6}",Premise,"And then to go back there in December, to go throughout Helmand with the Marines, to see what they had accomplished, it's nothing short of amazing.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,3382.0,3388.8,NOT_FOUND
23307,What we don't want to do is lose the gains we've gotten.,301,38_2012,9,9,62738,62795,,"{""Claim"": 14, ""O"": 1}",Claim,What we don't want to do is lose the gains we've gotten.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3388.8,3392.96,NOT_FOUND
23308,"Now, we've disagreed from time to time on a few issues.",301,38_2012,10,10,62795,62851,,"{""O"": 3, ""Claim"": 11}",Claim,"Now, we've disagreed from time to time on a few issues.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3392.96,3396.24,NOT_FOUND
23309,"We would have more likely taken into accounts the recommendations from our commanders, General Petraeus, Admiral Mullen, on troop levels throughout this year's fighting season.",301,38_2012,11,11,62851,63028,,"{""Premise"": 29, ""O"": 1}",Premise,"We would have more likely taken into accounts the recommendations from our commanders, General Petraeus, Admiral Mullen, on troop levels throughout this year's fighting season.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3396.24,3405.76,NOT_FOUND
23310,"We've been skeptical about negotiations with the Taliban, especially while they're shooting at us.",301,38_2012,12,12,63028,63127,,"{""Premise"": 17, ""O"": 1}",Premise,"We've been skeptical about negotiations with the Taliban, especially while they're shooting at us.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3405.76,3410.48,NOT_FOUND
23311,"But we want to see the 2014 transition be successful, and that means we want to make sure our commanders have what they need to make sure that it is successful so that this does not once again become a launching pad for terrorists.",301,38_2012,13,13,63128,63360,,"{""O"": 6, ""Claim"": 27, ""Premise"": 13}",Claim,"But we want to see the 2014 transition be successful, and that means we want to make sure our commanders have what they need to make sure that it is successful so that this does not once again become a launching pad for terrorists.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,3410.48,3424.88,NOT_FOUND
23312,"BIDEN: Martha, let's keep our eye on the ball.",303,38_2012,0,0,63394,63441,,"{""O"": 13}",O," Martha, let's keep our eye on the ball.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3426.76,3428.16,NOT_FOUND
23313,The reason -- I've been in and out of Afghanistan and Iraq 20 times.,303,38_2012,1,1,63441,63510,,"{""O"": 16}",O,The reason -- I've been in and out of Afghanistan and Iraq 20 times.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3428.16,3432.28,NOT_FOUND
23314,I've been up in the Konar (ph) Valley.,303,38_2012,2,2,63510,63549,,"{""O"": 12}",O,I've been up in the Konar (ph) Valley.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3432.28,3435.0,NOT_FOUND
23315,"I've been throughout that whole country, mostly in a helicopter, and sometimes in a vehicle.",303,38_2012,3,3,63549,63642,,"{""O"": 19}",O,"I've been throughout that whole country, mostly in a helicopter, and sometimes in a vehicle.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3435.0,3438.92,NOT_FOUND
23316,"The fact is, we went there for one reason: to get those people who killed Americans, Al Qaida.",303,38_2012,4,4,63642,63737,,"{""O"": 5, ""Premise"": 17}",Premise,"The fact is, we went there for one reason: to get those people who killed Americans, Al Qaida.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3438.92,3447.24,NOT_FOUND
23317,We've decimated Al Qaida central.,303,38_2012,5,5,63737,63771,,"{""Premise"": 6, ""O"": 1}",Premise,We've decimated Al Qaida central.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3447.24,3449.68,NOT_FOUND
23318,We have eliminated Osama bin Laden.,303,38_2012,6,6,63771,63807,,"{""Premise"": 6, ""O"": 1}",Premise,We have eliminated Osama bin Laden.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3449.68,3452.48,NOT_FOUND
23319,That was our purpose.,303,38_2012,7,7,63807,63829,,"{""Premise"": 4, ""O"": 1}",Premise,That was our purpose.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3452.48,3454.76,NOT_FOUND
23320,"And, in fact, in the meantime, what we said we would do, we would help train the Afghan military.",303,38_2012,8,8,63830,63928,,"{""O"": 6, ""Premise"": 18}",Premise,"And, in fact, in the meantime, what we said we would do, we would help train the Afghan military.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3454.76,3461.52,NOT_FOUND
23321,It's their responsibility to take over their own security.,303,38_2012,9,9,63928,63987,,"{""Claim"": 10, ""O"": 1}",Claim,It's their responsibility to take over their own security.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3461.52,3466.68,NOT_FOUND
23322,"That's why with 49 of our allies in Afghanistan, we've agreed on a gradual drawdown so we're out of there by the year 20 -- in the year 2014.",303,38_2012,10,10,63987,64129,,"{""O"": 4, ""Premise"": 30}",Premise,"That's why with 49 of our allies in Afghanistan, we've agreed on a gradual drawdown so we're out of there by the year 20 -- in the year 2014.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3466.68,3478.88,NOT_FOUND
23323,"My friend and the governor say it's based on conditions, which means it depends.",303,38_2012,11,11,64130,64211,,"{""Premise"": 16, ""O"": 1}",Premise,"My friend and the governor say it's based on conditions, which means it depends.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3478.88,3484.52,NOT_FOUND
23324,It does not depend for us.,303,38_2012,12,12,64211,64238,,"{""Claim"": 6, ""O"": 1}",Claim,It does not depend for us.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3484.52,3487.64,NOT_FOUND
23325,It is the responsibility of the Afghans to take care of their own security.,303,38_2012,13,13,64238,64314,,"{""Claim"": 14, ""O"": 1}",Claim,It is the responsibility of the Afghans to take care of their own security.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3487.64,3493.08,NOT_FOUND
23326,"We have trained over 315,000, mostly without incident.",303,38_2012,14,14,64314,64369,,"{""Premise"": 9, ""O"": 1}",Premise,"We have trained over 315,000, mostly without incident.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3493.08,3497.24,NOT_FOUND
23327,There have been more than two dozen cases of green-on-blue where Americans have been killed.,303,38_2012,15,15,64369,64462,,"{""Premise"": 15, ""O"": 1}",Premise,There have been more than two dozen cases of green-on-blue where Americans have been killed.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3497.24,3503.08,NOT_FOUND
23328,"If we do not -- if the measures the military has taken do not take hold, we will not go on joint patrols.",303,38_2012,16,16,64462,64568,,"{""O"": 6, ""Claim"": 19}",Claim,"If we do not -- if the measures the military has taken do not take hold, we will not go on joint patrols.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3503.08,3510.8,NOT_FOUND
23329,We will not train in the field.,303,38_2012,17,17,64568,64600,,"{""Claim"": 7, ""O"": 1}",Claim,We will not train in the field.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3510.8,3512.56,NOT_FOUND
23330,We'll only train in the -- in the Army bases that exist there.,303,38_2012,18,18,64600,64663,,"{""Claim"": 14, ""O"": 1}",Claim,We'll only train in the -- in the Army bases that exist there.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3512.56,3517.64,NOT_FOUND
23331,But we are leaving.,303,38_2012,19,19,64664,64684,,"{""O"": 2, ""Claim"": 3}",Claim,But we are leaving.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3517.64,3519.36,NOT_FOUND
23332,We are leaving in 2014.,303,38_2012,20,20,64684,64708,,"{""Claim"": 5, ""O"": 1}",Claim,We are leaving in 2014.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3519.36,3522.12,NOT_FOUND
23333,Period.,303,38_2012,21,21,64708,64716,,"{""O"": 2}",O,Period.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,832.16,833.2,NOT_FOUND
23334,"And in the process, we're going to be saving over the next 10 years another $800 billion.",303,38_2012,22,22,64716,64806,,"{""O"": 2, ""Claim"": 19}",Claim,"And in the process, we're going to be saving over the next 10 years another $800 billion.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3523.36,3529.44,NOT_FOUND
23335,We've been in this war for over a decade.,303,38_2012,23,23,64806,64848,,"{""Premise"": 10, ""O"": 1}",Premise,We've been in this war for over a decade.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3529.44,3532.48,NOT_FOUND
23336,The primary objective is almost completed.,303,38_2012,24,24,64848,64891,,"{""Claim"": 6, ""O"": 1}",Claim,The primary objective is almost completed.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3532.48,3536.44,NOT_FOUND
23337,"Now, all we're doing is putting the Kabul government in a position to be able to maintain their own security.",303,38_2012,25,25,64891,65001,,"{""O"": 3, ""Premise"": 20}",Premise,"Now, all we're doing is putting the Kabul government in a position to be able to maintain their own security.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3536.44,3543.8,NOT_FOUND
23338,"It's their responsibility, not America's.",303,38_2012,26,26,65002,65044,,"{""Claim"": 8, ""O"": 1}",Claim,"It's their responsibility, not America's.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3543.8,3547.28,NOT_FOUND
23339,RYAN: We don't want to stay.,305,38_2012,0,0,65121,65150,,"{""O"": 3, ""Claim"": 6}",Claim, We don't want to stay.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3551.44,3552.64,NOT_FOUND
23340,"We want -- look, one of my best friends in Janesville, a reservist, is at a forward-operating base in eastern Afghanistan right now.",305,38_2012,1,1,65150,65283,,"{""O"": 6, ""Premise"": 21}",Premise,"We want -- look, one of my best friends in Janesville, a reservist, is at a forward-operating base in eastern Afghanistan right now.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3552.64,3560.44,NOT_FOUND
23341,Our wives are best friends.,305,38_2012,2,2,65283,65311,,"{""Premise"": 5, ""O"": 1}",Premise,Our wives are best friends.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3560.44,3561.8,NOT_FOUND
23342,Our daughters are best friends.,305,38_2012,3,3,65311,65343,,"{""Premise"": 5, ""O"": 1}",Premise,Our daughters are best friends.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3561.8,3562.88,NOT_FOUND
23343,I want -- I want him and all of our troops to come home as soon and safely as possible.,305,38_2012,4,4,65343,65431,,"{""O"": 4, ""Claim"": 17}",Claim,I want -- I want him and all of our troops to come home as soon and safely as possible.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3562.88,3569.4,NOT_FOUND
23344,We want to make sure that 2014 is successful.,305,38_2012,5,5,65431,65477,,"{""Claim"": 9, ""O"": 1}",Claim,We want to make sure that 2014 is successful.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3569.4,3571.84,NOT_FOUND
23345,That's why we want to make sure that we give our commanders what they say they need to make it successful.,305,38_2012,6,6,65477,65584,,"{""O"": 4, ""Claim"": 19}",Claim,That's why we want to make sure that we give our commanders what they say they need to make it successful.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3571.84,3577.36,NOT_FOUND
23346,We don't want to extend beyond 2014.,305,38_2012,7,7,65584,65621,,"{""Claim"": 8, ""O"": 1}",Claim,We don't want to extend beyond 2014.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3577.36,3579.76,NOT_FOUND
23347,That's the point we're making.,305,38_2012,8,8,65621,65652,,"{""O"": 8}",O,That's the point we're making.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3579.76,3580.84,NOT_FOUND
23348,"You know, if it was just this, I'd feel like we would -- we would be able to call this a success, but it's not.",305,38_2012,9,9,65652,65764,,"{""O"": 4, ""Premise"": 27}",Premise,"You know, if it was just this, I'd feel like we would -- we would be able to call this a success, but it's not.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3580.84,3589.24,NOT_FOUND
23349,What we are witnessing as we turn on our television screens these days is the absolute unraveling of the Obama foreign policy.,305,38_2012,10,10,65764,65891,,"{""Claim"": 22, ""O"": 1}",Claim,What we are witnessing as we turn on our television screens these days is the absolute unraveling of the Obama foreign policy.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3589.24,3597.24,NOT_FOUND
23350,"Problems are growing at home, but -- problems are growing abroad, but jobs aren't growing here at home.",305,38_2012,11,11,65891,65995,,"{""Premise"": 16, ""O"": 6}",Premise,"Problems are growing at home, but -- problems are growing abroad, but jobs aren't growing here at home.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,NOT_FOUND,NOT_FOUND,NOT_FOUND
23351,RYAN: Do you know why we say that?,307,38_2012,0,0,66182,66217,,"{""O"": 10}",O, Do you know why we say that?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3615.0,3615.96,NOT_FOUND
23352,BIDEN: I'd like to know... (CROSSTALK),308,38_2012,0,0,66218,66257,,"{""O"": 11}",O, I'd like to know... (CROSSTALK),BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3615.96,3616.08,NOT_FOUND
23353,"RYAN: Because we don't want to broadcast to our enemies ""put a date on your calendar, wait us out, and then come back.""",309,38_2012,0,0,66259,66379,,"{""O"": 3, ""Claim"": 27}",Claim," Because we don't want to broadcast to our enemies ""put a date on your calendar, wait us out, and then come back.""",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,3616.08,3622.4,NOT_FOUND
23354,We want to make sure... (CROSSTALK),309,38_2012,1,1,66379,66415,,"{""O"": 9}",O,We want to make sure... (CROSSTALK),RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3622.4,3623.84,NOT_FOUND
23355,"RYAN: We do agree -- we do agree with the timeline and the transition, but what we -- what any administration will do in 2013 is assess the situation to see how best to complete this timeline.",311,38_2012,0,0,66460,66653,,"{""O"": 40}",O," We do agree -- we do agree with the timeline and the transition, but what we -- what any administration will do in 2013 is assess the situation to see how best to complete this timeline.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3624.84,3636.08,NOT_FOUND
23356,What we do not want to do...,311,38_2012,1,1,66653,66682,,"{""O"": 8}",O,What we do not want to do...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3636.08,3637.84,NOT_FOUND
23357,BIDEN: We will leave in 2014.,312,38_2012,0,0,66683,66713,,"{""O"": 3, ""Claim"": 5}",Claim, We will leave in 2014.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3637.84,3638.76,NOT_FOUND
23358,RYAN: ... what we don't want to do is give our allies reason to trust us less and our enemies more -- we don't want to embolden our enemies to hold and wait out for us and then take over... (CROSSTALK),313,38_2012,0,0,66714,66916,,"{""O"": 8, ""Premise"": 39}",Premise, ... what we don't want to do is give our allies reason to trust us less and our enemies more -- we don't want to embolden our enemies to hold and wait out for us and then take over... (CROSSTALK),RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,3638.76,3651.48,NOT_FOUND
23359,"BIDEN: Martha, that's a bizarre statement.",314,38_2012,0,0,66918,66961,,"{""O"": 10}",O," Martha, that's a bizarre statement.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3651.48,3653.0,NOT_FOUND
23360,"RYAN: That's why we want to make sure -- no, that's why we want to make sure that... (CROSSTALK)",315,38_2012,0,0,66962,67059,,"{""O"": 26}",O," That's why we want to make sure -- no, that's why we want to make sure that... (CROSSTALK)",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3653.0,3657.52,NOT_FOUND
23361,BIDEN: Forty-nine of our allies -- hear me -- 49 of our allies signed on to this position.,316,38_2012,0,0,67061,67152,,"{""O"": 3, ""Premise"": 17}",Premise, Forty-nine of our allies -- hear me -- 49 of our allies signed on to this position.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3657.52,3662.24,NOT_FOUND
23362,RYAN: And we're reading that they want to... (CROSSTALK),317,38_2012,0,0,67153,67210,,"{""O"": 14}",O, And we're reading that they want to... (CROSSTALK),RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3662.24,3664.36,NOT_FOUND
23363,"BIDEN: Forty-nine -- 49 of our allies said ""out in 2014.""",318,38_2012,0,0,67212,67270,,"{""O"": 2, ""Premise"": 13}",Premise," Forty-nine -- 49 of our allies said ""out in 2014.""",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3664.36,3668.88,NOT_FOUND
23364,It's the responsibility of the Afghans.,318,38_2012,1,1,67270,67310,,"{""Claim"": 7, ""O"": 1}",Claim,It's the responsibility of the Afghans.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3668.88,3671.64,NOT_FOUND
23365,We have other responsibilities... (CROSSTALK),318,38_2012,2,2,67310,67356,,"{""O"": 8}",O,We have other responsibilities... (CROSSTALK),BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,3671.64,3673.84,NOT_FOUND
23366,RYAN: Which is -- which is... (CROSSTALK),320,38_2012,0,0,67422,67464,,"{""O"": 11}",O, Which is -- which is... (CROSSTALK),RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,3676.16,3677.52,NOT_FOUND
23367,"BIDEN: Look, the Taliban -- what we've found out, and we -- you saw it in Iraq, Martha, unless you set a timeline, Baghdad, in the case of Iraq, and -- and Kabul, in the case of Afghanistan will not step up.",322,38_2012,0,0,67637,67845,,"{""O"": 5, ""Claim"": 48}",Claim," Look, the Taliban -- what we've found out, and we -- you saw it in Iraq, Martha, unless you set a timeline, Baghdad, in the case of Iraq, and -- and Kabul, in the case of Afghanistan will not step up.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3686.76,3702.44,NOT_FOUND
23368,They're happy to let us continue to do the job; international security forces to do the job.,322,38_2012,1,1,67845,67938,,"{""Premise"": 18, ""O"": 2}",Premise,They're happy to let us continue to do the job; international security forces to do the job.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,3702.44,3707.6,NOT_FOUND
23369,"The only way they step up is to say, ""Fellas, we're leaving; we've trained you; step up, step up.""",322,38_2012,2,2,67938,68037,,"{""Claim"": 29}",Claim,"The only way they step up is to say, ""Fellas, we're leaving; we've trained you; step up, step up.""",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,3707.6,3715.56,NOT_FOUND
